time, pn-10A04R02T01, pn-10A12R02T01, pn-10A22R02T01, pn-10A35R02T01, pn-10A49R02T01, pn-10A58R02T01
(s), (Pa), (Pa), (Pa), (Pa), (Pa), (Pa)
230.60740661621094, 322100.90625, 316488.0, 309533.0, 306207.21875, 304447.3125, 303542.40625
230.70864868164062, 322291.90625, 316679.65625, 309755.46875, 306430.5625, 304486.75, 303542.78125
230.81076049804688, 322452.6875, 316838.6875, 309870.15625, 306614.59375, 304432.375, 303426.71875
230.9116973876953, 322294.0625, 316680.90625, 309711.65625, 306416.1875, 304566.8125, 303536.5
231.01329040527344, 322205.0625, 316592.1875, 309649.5, 306398.15625, 304319.6875, 303362.1875
231.11392211914062, 322155.8125, 316542.46875, 309567.0625, 306361.1875, 304317.6875, 303378.0625
231.21571350097656, 322139.65625, 316526.34375, 309554.875, 306346.96875, 304395.8125, 303385.5625
231.3157501220703, 322102.5, 316489.75, 309551.125, 306283.09375, 304425.40625, 303424.71875
231.4162139892578, 322273.125, 316660.28125, 309709.09375, 306394.75, 304422.75, 303460.71875
231.51715087890625, 322542.4375, 316929.3125, 309964.25, 306654.0625, 304616.46875, 303588.625
231.61720275878906, 322620.9375, 317007.46875, 310047.15625, 306724.75, 304578.21875, 303519.84375
231.71775817871094, 322483.1875, 316869.6875, 309911.40625, 306550.8125, 304554.21875, 303490.65625
231.819091796875, 322418.65625, 316805.9375, 309874.90625, 306698.03125, 304652.28125, 303659.09375
231.9212188720703, 322466.8125, 316853.90625, 309901.78125, 306965.71875, 304652.4375, 303617.75
232.0218963623047, 322365.46875, 316751.75, 309796.09375, 306583.0, 304633.625, 303644.09375
232.12310791015625, 322246.6875, 316634.625, 309709.03125, 306176.90625, 304589.375, 303632.25
232.22352600097656, 322607.75, 316994.40625, 310012.78125, 306710.3125, 304771.1875, 303704.8125
232.32815551757812, 322868.8125, 317255.40625, 310291.5, 307156.0, 304848.75, 303777.78125
232.4292755126953, 322813.28125, 317200.34375, 310246.84375, 306922.34375, 304993.25, 303838.875
