time, rftn-401A08R29, rftn-401A44R29, rftn-401A73R29, rftn-401A108R29, rftn-401A163R29, rftn-401A229R29, rftn-401A273R29, rftn-401A309R29
(s), (K), (K), (K), (K), (K), (K), (K), (K)
0.0, 550.9308471679688, 603.343017578125, 704.15869140625, 838.9856567382812, 854.0277099609375, 771.7999877929688, 649.6582641601562, 582.0349731445312
0.10373413562774658, 463.2434997558594, 555.6026611328125, 697.3934936523438, 838.4447021484375, 853.9109497070312, 772.2108154296875, 650.1078491210938, 582.38330078125
0.20603495836257935, 444.1615295410156, 498.3735656738281, 668.8599243164062, 836.112548828125, 852.2864379882812, 770.8681030273438, 640.4208374023438, 576.1822509765625
0.30843502283096313, 437.4880065917969, 516.974365234375, 672.5911254882812, 833.47021484375, 849.9686889648438, 766.4105834960938, 593.1119995117188, 543.6383056640625
0.4090045392513275, 433.71954345703125, 524.18017578125, 674.1233520507812, 831.5059204101562, 848.62060546875, 767.2078247070312, 599.02099609375, 546.0263671875
0.5173681974411011, 424.3260498046875, 524.7781372070312, 674.7051391601562, 829.7117919921875, 847.763427734375, 768.3056030273438, 606.7683715820312, 551.269287109375
0.6176936030387878, 419.3629150390625, 523.5576782226562, 675.1898803710938, 828.7794799804688, 847.5848388671875, 769.2734375, 611.3594970703125, 554.3089599609375
0.7183680534362793, 413.86248779296875, 525.6512451171875, 676.0569458007812, 828.7449951171875, 848.0218505859375, 770.1185302734375, 614.5488891601562, 556.391357421875
0.8197470307350159, 414.27569580078125, 529.099609375, 677.1767578125, 829.1173706054688, 848.6024780273438, 770.8363037109375, 616.9603881835938, 558.013427734375
0.9214017987251282, 415.1138000488281, 532.0328369140625, 678.1849975585938, 829.447998046875, 849.0745239257812, 771.4884033203125, 619.0291748046875, 559.4533081054688
1.0237839221954346, 415.7034606933594, 534.5933227539062, 679.041015625, 829.701416015625, 849.44921875, 772.077392578125, 620.8947143554688, 560.7935180664062
1.1253479719161987, 416.07879638671875, 536.8422241210938, 679.8328857421875, 829.9492797851562, 849.8242797851562, 772.633056640625, 622.5429077148438, 561.9830322265625
1.2256832122802734, 416.4716491699219, 538.77099609375, 680.4285278320312, 830.0482177734375, 850.1058349609375, 773.1640014648438, 624.0990600585938, 563.1251220703125
1.328076720237732, 416.61492919921875, 540.5525512695312, 681.1214599609375, 830.3597412109375, 850.5723266601562, 773.7149047851562, 625.4107055664062, 564.066650390625
1.4295883178710938, 416.35968017578125, 542.1011352539062, 681.8008422851562, 830.7308349609375, 851.1427001953125, 774.2811889648438, 626.5390625, 564.870849609375
1.5329571962356567, 415.9995422363281, 543.4852905273438, 682.3754272460938, 830.9999389648438, 851.6575927734375, 774.8450317382812, 627.6130981445312, 565.656982421875
1.6403169631958008, 415.60894775390625, 544.8582763671875, 683.0139770507812, 831.3723754882812, 852.2412109375, 775.4109497070312, 628.5944213867188, 566.3764038085938
1.7481226921081543, 415.2863464355469, 546.150146484375, 683.6906127929688, 831.85595703125, 852.85546875, 775.954833984375, 629.4694213867188, 567.0186767578125
1.8512886762619019, 414.9187927246094, 547.3189697265625, 684.386962890625, 832.4923095703125, 853.4840698242188, 776.462158203125, 630.2032470703125, 567.5537719726562
1.9522430896759033, 414.471435546875, 548.4004516601562, 685.0958251953125, 833.16650390625, 854.1353759765625, 776.9387817382812, 630.858642578125, 567.9864501953125
2.056255578994751, 414.1189270019531, 549.4414672851562, 685.809814453125, 833.8417358398438, 854.800048828125, 777.4080810546875, 631.4921264648438, 567.9949340820312
2.1611032485961914, 413.59576416015625, 550.4226684570312, 686.5146484375, 834.5215454101562, 855.4519653320312, 777.8687744140625, 632.0824584960938, 567.7486572265625
2.2623114585876465, 412.8546447753906, 551.3172607421875, 687.1690673828125, 835.1715698242188, 856.0189208984375, 778.2977905273438, 632.5715942382812, 567.646728515625
2.3697376251220703, 411.97003173828125, 552.1952514648438, 687.8114013671875, 835.831787109375, 856.5848388671875, 778.729736328125, 633.0149536132812, 567.7998046875
2.470796823501587, 411.1315002441406, 552.9671630859375, 688.3899536132812, 836.4373779296875, 857.1054077148438, 779.0532836914062, 633.3916625976562, 568.0733032226562
2.5730323791503906, 410.46917724609375, 553.6934814453125, 688.947998046875, 837.0272827148438, 857.6264038085938, 779.25146484375, 633.7677001953125, 568.3807373046875
2.6830368041992188, 410.2027587890625, 554.4161987304688, 689.5201416015625, 837.6390991210938, 858.1777954101562, 779.3463134765625, 634.1838989257812, 568.7476806640625
2.7990283966064453, 410.3512268066406, 555.1173706054688, 690.0926513671875, 838.2615966796875, 858.7478637695312, 779.37451171875, 634.6610107421875, 569.0797119140625
2.9144444465637207, 410.6785888671875, 555.7694702148438, 690.64453125, 838.8717651367188, 859.3077392578125, 779.4610595703125, 635.1514282226562, 569.353515625
3.021507978439331, 410.96221923828125, 556.2182006835938, 691.0344848632812, 839.29833984375, 859.8193359375, 779.732177734375, 635.63818359375, 569.6842651367188
3.127840042114258, 411.26080322265625, 556.47119140625, 691.2237548828125, 839.4913940429688, 860.2565307617188, 780.1216430664062, 636.1513061523438, 570.0733642578125
3.2289206981658936, 411.5391845703125, 556.71484375, 691.3478393554688, 839.4786987304688, 860.525634765625, 780.5215454101562, 636.69580078125, 570.51708984375
