time, alpn-10A04R01T01, alpn-10A12R01T01, alpn-10A22R01T01, alpn-10A35R01T01, alpn-10A49R01T01, alpn-10A58R01T01
(s), (), (), (), (), (), ()
0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0
0.10373413562774658, 0.8994402885437012, 0.6153833866119385, 0.9426243305206299, 0.9956164956092834, 0.9998764395713806, 0.9999985694885254
0.20603495836257935, 0.9913845062255859, 0.9891785979270935, 0.8204135894775391, 0.8271002769470215, 0.8701801300048828, 0.9165782332420349
0.30843502283096313, 0.9985650777816772, 0.9973676800727844, 0.9913004040718079, 0.9751390814781189, 0.9511115550994873, 0.9688200950622559
0.4090045392513275, 0.999998927116394, 0.9996860027313232, 0.9994125962257385, 0.9994669556617737, 0.9987142086029053, 0.9961557984352112
0.5173681974411011, 0.9867109656333923, 0.9968830943107605, 0.9992265701293945, 0.9997727870941162, 0.999886691570282, 0.9999353289604187
0.6176936030387878, 0.9975224733352661, 0.9947099685668945, 0.9966973662376404, 0.9989601373672485, 0.9994625449180603, 0.9995244145393372
0.7183680534362793, 0.9994981288909912, 0.9967001676559448, 0.9956521391868591, 0.9986302852630615, 0.999352216720581, 0.9994279742240906
0.8197470307350159, 0.9717835783958435, 0.9977571368217468, 0.9958280920982361, 0.9984696507453918, 0.9993569254875183, 0.9994820952415466
0.9214017987251282, 0.9516674876213074, 0.997221827507019, 0.9961453080177307, 0.9983704686164856, 0.999333381652832, 0.9995591044425964
1.0237839221954346, 0.9677362442016602, 0.9957706332206726, 0.9962010979652405, 0.9981897473335266, 0.9992677569389343, 0.9996000528335571
1.1253479719161987, 0.9782357811927795, 0.9943475723266602, 0.9962571859359741, 0.9980981945991516, 0.9990277886390686, 0.9995530843734741
1.2256832122802734, 0.9899835586547852, 0.9944567680358887, 0.9956434369087219, 0.9981323480606079, 0.9988849759101868, 0.9994211196899414
1.328076720237732, 0.9944220185279846, 0.9959613680839539, 0.9950864315032959, 0.9980268478393555, 0.9988565444946289, 0.9993022680282593
1.4295883178710938, 0.9958723187446594, 0.9973374009132385, 0.9956808686256409, 0.9981815218925476, 0.9988676309585571, 0.999244749546051
1.5329571962356567, 0.9967125058174133, 0.9984637498855591, 0.9966374635696411, 0.9984403252601624, 0.9989476799964905, 0.9992482662200928
1.6403169631958008, 0.9973373413085938, 0.9983869791030884, 0.9972161054611206, 0.9986169934272766, 0.9990115761756897, 0.9992613792419434
1.7481226921081543, 0.9957467317581177, 0.9986042380332947, 0.9973695874214172, 0.9988306760787964, 0.9991189241409302, 0.999281108379364
1.8512886762619019, 0.9835740327835083, 0.9985463619232178, 0.9973533749580383, 0.9994341135025024, 0.999341607093811, 0.9993885159492493
1.9522430896759033, 0.9828381538391113, 0.998521625995636, 0.998223066329956, 0.9996365308761597, 0.9996269941329956, 0.9991114139556885
