time, tln-10A04R03T01, tln-10A12R03T01, tln-10A22R03T01, tln-10A35R03T01, tln-10A49R03T01, tln-10A58R03T01
(s), (K), (K), (K), (K), (K), (K)
0.0, 346.6719970703125, 405.7410888671875, 405.73175048828125, 405.7254638671875, 405.7193603515625, 405.711669921875
0.10373413562774658, 411.4930419921875, 374.58428955078125, 363.61865234375, 370.40576171875, 401.3199157714844, 405.8891296386719
0.20603495836257935, 446.4378662109375, 445.42596435546875, 427.2660827636719, 402.54425048828125, 388.8689270019531, 394.6477355957031
0.30843502283096313, 433.9217224121094, 433.6749267578125, 428.2254333496094, 425.8309326171875, 430.0682678222656, 430.0670166015625
0.4090045392513275, 414.3016662597656, 414.38189697265625, 414.5641784667969, 412.66802978515625, 411.1492919921875, 409.5237121582031
0.5173681974411011, 411.51007080078125, 409.79156494140625, 409.3160400390625, 408.5688781738281, 407.463623046875, 406.7425842285156
0.6176936030387878, 410.0042419433594, 407.8644104003906, 407.6317443847656, 407.3603515625, 406.8420104980469, 406.31292724609375
0.7183680534362793, 408.0377197265625, 406.677490234375, 406.5227966308594, 406.3946533203125, 406.25390625, 405.9878845214844
0.8197470307350159, 406.58538818359375, 406.5098876953125, 406.2811279296875, 406.2012939453125, 406.1417236328125, 405.9945373535156
0.9214017987251282, 406.55609130859375, 406.6585693359375, 406.3159484863281, 406.2320556640625, 406.1632995605469, 406.1389465332031
1.0237839221954346, 406.5645446777344, 406.6937561035156, 406.3609619140625, 406.27593994140625, 406.1978759765625, 406.2531433105469
1.1253479719161987, 406.993408203125, 406.7547302246094, 406.438720703125, 406.327880859375, 406.21514892578125, 406.2508544921875
1.2256832122802734, 407.1381530761719, 406.59747314453125, 406.3492126464844, 406.2573547363281, 406.15753173828125, 406.2120666503906
1.328076720237732, 406.92486572265625, 406.38763427734375, 406.12103271484375, 406.0859375, 406.0461730957031, 406.15252685546875
1.4295883178710938, 406.6724853515625, 406.045654296875, 406.1578674316406, 406.1079406738281, 406.0502624511719, 406.14080810546875
1.5329571962356567, 406.37530517578125, 405.9622802734375, 406.08551025390625, 406.054443359375, 406.0146179199219, 406.1177978515625
1.6403169631958008, 406.1887512207031, 405.8749084472656, 406.0041198730469, 405.9894714355469, 405.9707336425781, 406.1289367675781
1.7481226921081543, 406.0948791503906, 405.7928771972656, 405.9562072753906, 405.93951416015625, 406.00750732421875, 406.31182861328125
1.8512886762619019, 406.09149169921875, 405.77264404296875, 406.09149169921875, 405.7577819824219, 406.2246398925781, 406.8228759765625
1.9522430896759033, 406.2565612792969, 405.9183349609375, 406.414794921875, 405.900146484375, 406.4753112792969, 406.9228210449219
2.056255578994751, 406.24468994140625, 405.8521423339844, 406.35565185546875, 405.841796875, 406.3633117675781, 406.9091491699219
2.1611032485961914, 406.55010986328125, 405.85400390625, 406.3580322265625, 405.845947265625, 406.40118408203125, 406.7884826660156
2.2623114585876465, 406.6585693359375, 405.83453369140625, 406.3343505859375, 405.82647705078125, 406.3189697265625, 406.3685302734375
2.3697376251220703, 406.6278076171875, 405.7745361328125, 406.271728515625, 405.7679443359375, 406.0872802734375, 406.2807922363281
2.470796823501587, 406.5717468261719, 405.7626953125, 406.2504577636719, 405.7560729980469, 406.0278625488281, 406.3697509765625
2.5730323791503906, 406.5556945800781, 405.7760009765625, 406.25030517578125, 405.7695007324219, 406.0625305175781, 406.7634582519531
2.6830368041992188, 406.5985412597656, 405.8192443847656, 406.26513671875, 405.81256103515625, 406.1388854980469, 406.8267517089844
2.7990283966064453, 405.8021545410156, 405.8006896972656, 406.22137451171875, 405.79443359375, 406.1156921386719, 406.4811706542969
2.9144444465637207, 405.7924499511719, 405.7880859375, 406.19659423828125, 405.7835388183594, 406.1166076660156, 406.209228515625
3.021507978439331, 405.8858337402344, 405.8804931640625, 406.2717590332031, 405.8531188964844, 406.1611633300781, 406.2052001953125
3.127840042114258, 406.0584716796875, 406.04425048828125, 405.979736328125, 405.9816589355469, 406.1054382324219, 406.155029296875
3.2289206981658936, 406.0921325683594, 406.0794982910156, 406.0423583984375, 405.9932556152344, 406.0064697265625, 406.0993347167969
3.3304240703582764, 406.0666809082031, 406.0560302734375, 406.0265197753906, 405.9731750488281, 405.9608154296875, 406.008544921875
3.430795907974243, 405.9457702636719, 405.93780517578125, 405.91790771484375, 405.8834228515625, 405.946533203125, 406.0442810058594
3.531782627105713, 405.8813781738281, 405.8756408691406, 405.861328125, 405.836181640625, 405.92169189453125, 406.0597839355469
3.6341655254364014, 405.84918212890625, 405.84466552734375, 405.83294677734375, 405.8145446777344, 405.92462158203125, 405.99560546875
3.7383317947387695, 405.84521484375, 405.84112548828125, 405.8306579589844, 405.8134460449219, 406.0037841796875, 405.9621276855469
3.857654333114624, 405.8326416015625, 405.82940673828125, 405.82135009765625, 405.80828857421875, 406.0808410644531, 405.9697570800781
3.97160005569458, 405.8070983886719, 405.8044738769531, 405.79840087890625, 405.7896423339844, 406.03900146484375, 406.0891418457031
4.085036277770996, 405.7865295410156, 405.7843017578125, 405.7792663574219, 405.7729187011719, 406.0870056152344, 406.41986083984375
4.206836223602295, 405.7669677734375, 405.7652282714844, 405.7612609863281, 405.7565002441406, 406.1091003417969, 406.2216796875
4.325813293457031, 405.759521484375, 405.757568359375, 405.7539367675781, 405.7500915527344, 406.106689453125, 406.2236633300781
4.43371057510376, 405.76898193359375, 405.76690673828125, 405.76287841796875, 405.7586364746094, 406.1031799316406, 406.28936767578125
4.541126251220703, 405.7689208984375, 405.7669372558594, 405.7630920410156, 405.7589111328125, 406.0840148925781, 406.35101318359375
4.671690464019775, 405.7626953125, 405.7609558105469, 405.7574768066406, 405.753662109375, 406.0728454589844, 406.43743896484375
4.78776741027832, 405.7581787109375, 405.7565612792969, 405.7533874511719, 405.7498779296875, 406.0777587890625, 406.51470947265625
4.922141075134277, 405.75079345703125, 405.74951171875, 405.7470703125, 405.7442321777344, 406.09454345703125, 406.58038330078125
5.023294448852539, 405.7502136230469, 405.74884033203125, 405.74627685546875, 405.7434997558594, 406.11505126953125, 406.60345458984375
5.1348161697387695, 405.75225830078125, 405.7508850097656, 405.7481994628906, 405.7452392578125, 406.14227294921875, 406.6144714355469
5.257768630981445, 405.7489318847656, 405.7485656738281, 405.74639892578125, 405.74359130859375, 406.1717224121094, 406.60614013671875
5.35908317565918, 405.76171875, 405.7601623535156, 405.7562561035156, 405.75244140625, 406.2060852050781, 406.6169738769531
5.469796657562256, 405.77655029296875, 405.7736511230469, 405.76861572265625, 405.7633972167969, 406.2270202636719, 406.6522216796875
5.5783185958862305, 405.7912292480469, 405.7889099121094, 405.7834167480469, 405.77691650390625, 406.2306213378906, 406.6460876464844
5.681950092315674, 405.8014221191406, 405.79931640625, 405.793701171875, 405.78668212890625, 406.2315673828125, 406.6298522949219
5.785118579864502, 405.8174133300781, 405.8151550292969, 405.8091735839844, 405.8013000488281, 406.2317199707031, 406.5844421386719
5.910521030426025, 405.8455810546875, 405.8428955078125, 405.83551025390625, 405.8257751464844, 406.2274475097656, 405.286865234375
6.022008419036865, 405.86968994140625, 405.8666076660156, 405.8580322265625, 405.84649658203125, 406.2184143066406, 405.41839599609375
6.151069641113281, 405.8636474609375, 405.8606872558594, 405.85211181640625, 405.8400573730469, 406.1864929199219, 405.6898193359375
6.300473690032959, 405.816162109375, 405.8135986328125, 405.8059997558594, 405.79522705078125, 405.2966613769531, 405.7165222167969
6.412941932678223, 405.75128173828125, 405.75006103515625, 405.74676513671875, 405.74169921875, 405.14166259765625, 405.7086486816406
6.536937713623047, 405.73223876953125, 405.7311096191406, 405.7282409667969, 405.7249755859375, 405.1608581542969, 405.7071838378906
6.673643589019775, 405.7279357910156, 405.7266540527344, 405.7243957519531, 405.721923828125, 405.30194091796875, 405.7071228027344
6.785762786865234, 405.7234802246094, 405.7225646972656, 405.72027587890625, 405.7179260253906, 405.4464416503906, 405.7049255371094
6.913528919219971, 405.7254943847656, 405.725830078125, 405.72442626953125, 405.7225341796875, 405.6308288574219, 405.70635986328125
7.014155387878418, 405.7294006347656, 405.7288818359375, 405.7271728515625, 405.7253112792969, 405.7171325683594, 405.7070007324219
7.1195831298828125, 405.7257080078125, 405.7251892089844, 405.72344970703125, 405.7216491699219, 405.7096862792969, 405.7064514160156
7.229507923126221, 405.7261657714844, 405.7255859375, 405.7239685058594, 405.7224426269531, 405.7100830078125, 405.706787109375
7.336047649383545, 405.7237243652344, 405.7230529785156, 405.7214050292969, 405.71990966796875, 405.7088623046875, 405.7060546875
