time, alpn-10A04R02T01, alpn-10A12R02T01, alpn-10A22R02T01, alpn-10A35R02T01, alpn-10A49R02T01, alpn-10A58R02T01
(s), (), (), (), (), (), ()
0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0
0.10373413562774658, 0.929658055305481, 0.6073780655860901, 0.9441697001457214, 0.9952490329742432, 0.9998530745506287, 0.9999980330467224
0.20603495836257935, 0.988522469997406, 0.9945545792579651, 0.8466891050338745, 0.8431305289268494, 0.8678635954856873, 0.9141437411308289
0.30843502283096313, 0.9977564215660095, 0.9982720017433167, 0.9939543604850769, 0.983021080493927, 0.9623502492904663, 0.9770941138267517
0.4090045392513275, 0.9812148213386536, 0.998384952545166, 0.9993093013763428, 0.9996442198753357, 0.9996106028556824, 0.9991815090179443
0.5173681974411011, 0.9952313899993896, 0.9902774691581726, 0.9951912760734558, 0.9985471367835999, 0.9992761611938477, 0.9995393753051758
0.6176936030387878, 0.9990202188491821, 0.9969202876091003, 0.9921848773956299, 0.9970525503158569, 0.9983722567558289, 0.9987208843231201
0.7183680534362793, 0.9999692440032959, 0.998779296875, 0.9932239055633545, 0.9967687129974365, 0.9981862306594849, 0.9985958933830261
0.8197470307350159, 0.9999986290931702, 0.9993880987167358, 0.994988203048706, 0.9968004822731018, 0.9981275200843811, 0.9986618757247925
0.9214017987251282, 0.9999910593032837, 0.999698281288147, 0.9965888261795044, 0.9971473217010498, 0.9981098175048828, 0.9987550973892212
1.0237839221954346, 0.9999952912330627, 0.9998509883880615, 0.99769127368927, 0.9976696372032166, 0.9980375170707703, 0.9986592531204224
1.1253479719161987, 1.0, 0.999936580657959, 0.9985409379005432, 0.9982507824897766, 0.9981493949890137, 0.9985523223876953
1.2256832122802734, 1.0, 1.0, 0.9992722272872925, 0.9988383650779724, 0.9984934329986572, 0.9985443949699402
1.328076720237732, 1.0, 1.0, 0.9995891451835632, 0.9992196559906006, 0.9988207817077637, 0.9986976981163025
1.4295883178710938, 1.0, 1.0, 0.999786376953125, 0.9996065497398376, 0.9990343451499939, 0.9988828897476196
1.5329571962356567, 1.0, 1.0, 0.9999242424964905, 0.9998529553413391, 0.9993158578872681, 0.9991011023521423
1.6403169631958008, 1.0, 1.0, 1.0, 0.9999607801437378, 0.9995772242546082, 0.9992771744728088
1.7481226921081543, 0.9999999403953552, 1.0, 1.0, 0.9999955892562866, 0.9997643232345581, 0.9994196891784668
1.8512886762619019, 0.9999999403953552, 1.0, 1.0, 0.9999999403953552, 0.9998680353164673, 0.9995700120925903
1.9522430896759033, 1.0, 1.0, 1.0, 1.0, 0.9999222159385681, 0.9996312260627747
2.056255578994751, 1.0, 1.0, 1.0, 1.0, 0.9999220371246338, 0.9862799048423767
2.1611032485961914, 1.0, 1.0, 1.0, 1.0, 0.9995347261428833, 0.9714555144309998
2.2623114585876465, 1.0, 1.0, 1.0, 1.0, 0.9976890683174133, 0.9777769446372986
