time, rftn-201A08R29, rftn-201A44R29, rftn-201A73R29, rftn-201A108R29, rftn-201A163R29, rftn-201A229R29, rftn-201A273R29, rftn-201A309R29
(s), (K), (K), (K), (K), (K), (K), (K), (K)
3.3304240703582764, 413.11651611328125, 554.4658813476562, 687.6986694335938, 838.4310302734375, 857.6493530273438, 779.7313842773438, 635.1658325195312, 569.0671997070312
3.430795907974243, 413.0684814453125, 554.7012329101562, 687.7393188476562, 838.3028564453125, 857.7542724609375, 779.9561157226562, 635.6093139648438, 569.4283447265625
3.531782627105713, 412.7182312011719, 554.96630859375, 687.8699951171875, 838.234130859375, 858.050537109375, 780.275146484375, 636.0305786132812, 569.7575073242188
3.6341655254364014, 412.2423400878906, 555.2282104492188, 688.0717163085938, 838.3256225585938, 858.3221435546875, 780.5443115234375, 636.4010620117188, 570.0504150390625
3.7383317947387695, 411.7403564453125, 555.4903564453125, 688.3121337890625, 838.5535888671875, 858.5684204101562, 780.5767822265625, 636.7023315429688, 570.3156127929688
3.857654333114624, 411.1579284667969, 555.7642822265625, 688.59814453125, 838.8729858398438, 859.1712036132812, 780.4669799804688, 637.0224609375, 570.6012573242188
3.97160005569458, 410.57110595703125, 555.9918212890625, 688.9396362304688, 839.329345703125, 859.8289184570312, 780.5051879882812, 637.321044921875, 570.8175048828125
4.085036277770996, 409.94256591796875, 556.192626953125, 689.3099365234375, 839.9096069335938, 860.4765014648438, 780.84033203125, 637.6666259765625, 571.0398559570312
4.206836223602295, 409.2200012207031, 556.3857421875, 689.7022705078125, 840.553955078125, 861.1469116210938, 781.360595703125, 638.0756225585938, 571.2822265625
4.325813293457031, 408.4123840332031, 556.5421142578125, 690.1038818359375, 841.1799926757812, 861.7747802734375, 781.8557739257812, 638.4577026367188, 571.481201171875
4.43371057510376, 407.2535705566406, 556.6983642578125, 690.4830932617188, 841.7160034179688, 862.2972412109375, 782.2971801757812, 638.7962036132812, 571.6759643554688
4.541126251220703, 406.1798400878906, 556.8651733398438, 690.8391723632812, 842.1943359375, 862.73681640625, 782.7373657226562, 639.1341552734375, 571.9066772460938
4.671690464019775, 404.755615234375, 557.0816040039062, 691.2603149414062, 842.7327270507812, 863.1553344726562, 783.2232055664062, 639.5369873046875, 572.2462768554688
4.78776741027832, 403.39605712890625, 557.2742919921875, 691.6256103515625, 843.1612548828125, 863.4645385742188, 783.5912475585938, 639.8905029296875, 572.5626831054688
4.922141075134277, 401.8305358886719, 557.4880981445312, 692.0227661132812, 843.5619506835938, 863.796142578125, 783.9824829101562, 640.3043212890625, 572.9212036132812
5.023294448852539, 400.7269287109375, 557.6370849609375, 692.3101806640625, 843.8126220703125, 864.0189208984375, 784.2778930664062, 640.6143798828125, 573.18017578125
5.1348161697387695, 399.661865234375, 557.7859497070312, 692.5870361328125, 844.0498046875, 864.241943359375, 784.6473388671875, 640.9571533203125, 573.456787109375
5.257768630981445, 398.7408752441406, 557.9122924804688, 692.8134765625, 844.2713623046875, 864.4923706054688, 785.1234741210938, 641.3403930664062, 573.7613525390625
5.35908317565918, 398.135986328125, 557.9850463867188, 692.9774169921875, 844.4741821289062, 864.6904296875, 785.5416259765625, 641.6412353515625, 573.9992065429688
5.469796657562256, 397.4472351074219, 558.0257568359375, 693.0437622070312, 844.6346435546875, 865.017822265625, 786.128662109375, 641.9931640625, 574.271728515625
5.5783185958862305, 396.7345886230469, 558.074951171875, 693.0318603515625, 844.7709350585938, 865.4066772460938, 786.6835327148438, 642.3634033203125, 574.5648803710938
5.681950092315674, 396.022705078125, 558.0735473632812, 692.963623046875, 844.9008178710938, 865.776123046875, 787.1255493164062, 642.7213134765625, 574.8543090820312
5.785118579864502, 395.2907409667969, 557.6207885742188, 692.8544921875, 845.0243530273438, 866.0678100585938, 787.4212646484375, 643.0745239257812, 575.1434936523438
5.910521030426025, 394.3829345703125, 556.9524536132812, 692.7348022460938, 845.1038208007812, 866.2909545898438, 787.6771850585938, 643.497802734375, 575.5030517578125
6.022008419036865, 393.56781005859375, 556.401611328125, 692.6892700195312, 845.10791015625, 866.5674438476562, 788.0211181640625, 643.8611450195312, 575.8239135742188
6.151069641113281, 392.62237548828125, 555.8784790039062, 692.7027587890625, 845.09326171875, 866.9918212890625, 788.5046997070312, 644.2638549804688, 576.1757202148438
6.300473690032959, 391.533203125, 555.8440551757812, 692.81201171875, 845.1892700195312, 867.6541748046875, 789.1524658203125, 644.7449951171875, 576.539306640625
6.412941932678223, 390.7209777832031, 556.0888061523438, 692.9967041015625, 845.3907470703125, 868.2494506835938, 789.6524047851562, 645.0723266601562, 576.7838745117188
6.536937713623047, 389.83599853515625, 556.383544921875, 693.3518676757812, 845.9725952148438, 868.97900390625, 790.2212524414062, 645.3770141601562, 576.9852294921875
6.673643589019775, 388.8971252441406, 556.6467895507812, 693.8214111328125, 846.7549438476562, 869.7747192382812, 790.7857666015625, 645.7061767578125, 577.1861572265625
6.785762786865234, 388.1774597167969, 556.8234252929688, 694.20947265625, 847.3956298828125, 870.4068603515625, 791.2232055664062, 645.9813842773438, 577.354248046875
